student_id,iq_test_marks,study_hours_per_day,extra_activity,time_spent_on_extra_activity_hrs,attended_academic_activity,courses_count,attendance_percentage,kan_marks,english_marks,maths_marks,chemistry_marks,biology_or_cs_marks,physics_marks,average_marks,capability_score,result,confidence
636,97.8,2.25,No,0.0,No,4,69.9,96.1,83.7,88.2,100.0,100.0,100.0,94.7,0.7742,Pass,High
637,86.4,2.03,Yes,4.2,Yes,0,75.4,92.1,89.7,92.4,82.8,97.5,100.0,92.4,0.7658,Pass,High
638,65.1,1.21,No,0.8,No,3,66.8,60.2,78.0,54.8,63.1,32.6,38.7,54.6,0.5236,Fail,Medium
639,76.0,1.89,Yes,2.2,No,4,65.3,70.8,80.1,100.0,66.9,67.4,81.1,77.7,0.6663,Pass,High
640,80.9,2.09,No,0.9,No,5,74.4,71.5,97.1,75.6,76.5,72.4,69.1,77.0,0.6728,Pass,High
641,51.2,0.0,Yes,3.2,Yes,5,67.9,83.9,59.5,70.4,39.2,39.3,53.6,57.6,0.4494,Fail,Low
642,44.7,1.89,Yes,2.2,No,0,69.1,57.3,61.9,55.2,56.0,55.1,79.7,60.9,0.4773,Fail,Low
643,88.7,0.0,Yes,7.4,Yes,6,78.5,69.5,86.2,67.9,50.2,90.0,87.6,75.2,0.6967,Pass,High
644,55.6,0.95,Yes,1.0,No,2,70.1,43.8,54.7,42.3,74.4,53.6,75.3,57.4,0.4962,Fail,Low
645,38.1,1.95,Yes,2.6,No,3,71.4,64.1,45.4,41.1,52.7,41.2,42.3,47.8,0.4478,Fail,Low
646,62.5,0.48,Yes,6.1,No,4,74.1,50.9,59.5,41.4,73.0,67.0,66.7,59.8,0.5334,Fail,Medium
647,50.8,0.93,No,0.0,Yes,1,81.3,33.4,44.6,48.1,54.5,67.1,45.0,48.8,0.4538,Fail,Low
648,85.9,1.65,Yes,1.7,Yes,2,81.6,100.0,68.3,71.6,99.2,73.0,82.4,82.4,0.7463,Pass,High
649,37.9,0.08,No,0.5,No,2,57.9,44.6,64.5,61.2,10.3,34.3,49.1,44.0,0.293,Fail,Low
650,80.9,0.17,No,1.5,No,4,80.4,86.4,52.8,55.0,70.4,90.0,39.3,65.6,0.5831,Pass,Medium
651,88.5,0.55,No,0.0,No,7,67.8,83.8,44.7,65.4,93.1,83.3,79.6,75.0,0.635,Pass,Medium
652,40.6,2.89,No,0.3,No,2,74.0,57.3,68.0,68.3,49.9,41.2,52.9,56.3,0.4654,Fail,Low
653,62.0,1.87,Yes,3.2,No,2,64.6,62.9,50.6,31.0,83.7,74.4,70.9,62.2,0.5806,Pass,Medium
654,98.3,0.0,Yes,3.5,No,2,77.1,77.5,81.6,67.3,48.4,65.6,70.1,68.4,0.7182,Pass,High
655,52.0,2.21,Yes,4.0,Yes,2,69.8,75.5,81.9,84.0,70.4,64.5,56.6,72.2,0.5648,Fail,Medium
656,100.0,0.46,No,1.4,No,1,74.3,75.1,100.0,83.3,91.5,78.9,64.0,82.1,0.7021,Pass,High
657,95.1,0.58,Yes,3.7,Yes,0,79.9,87.9,100.0,87.2,100.0,94.1,88.0,92.9,0.7488,Pass,High
658,40.2,2.24,No,0.7,No,4,72.6,67.9,50.4,48.7,62.7,37.2,20.0,47.8,0.4326,Fail,Low
659,69.4,0.28,No,0.2,No,3,64.5,50.8,59.0,60.6,51.9,58.2,60.4,56.8,0.4992,Fail,Low
660,97.5,0.71,No,0.0,No,3,68.0,72.1,77.9,36.7,62.1,81.5,66.5,66.1,0.6922,Pass,High
661,69.5,0.29,No,1.0,No,5,66.9,37.1,78.4,50.6,56.1,52.4,59.0,55.6,0.5072,Fail,Low
662,56.6,1.91,No,0.9,No,5,60.6,52.3,57.4,58.8,36.4,64.4,79.5,58.1,0.5042,Fail,Low
663,12.6,3.0,No,0.4,No,4,91.1,32.5,16.9,14.7,41.1,38.7,39.3,30.5,0.3227,Fail,Low
664,74.2,1.05,No,0.0,No,6,64.5,52.3,84.6,59.9,60.0,87.6,72.0,69.4,0.5697,Fail,Medium
665,95.7,0.65,Yes,1.7,Yes,4,88.6,95.4,100.0,86.9,75.4,100.0,100.0,93.0,0.7646,Pass,High
666,58.5,1.91,No,0.3,No,2,63.8,65.9,61.8,68.5,35.9,28.7,86.9,58.0,0.5135,Fail,Medium
667,79.9,1.61,Yes,5.2,No,2,78.0,71.2,66.2,94.2,98.3,100.0,58.4,81.4,0.6934,Pass,High
668,77.9,0.0,No,0.2,No,6,64.4,47.9,69.7,35.6,62.8,63.8,66.2,57.7,0.5398,Fail,Medium
669,81.8,0.79,No,0.0,No,1,71.9,68.2,82.5,58.4,74.6,86.4,67.2,72.9,0.6034,Pass,Medium
670,44.4,0.78,Yes,2.1,Yes,2,63.1,47.6,70.6,25.1,54.2,46.0,27.9,45.2,0.4362,Fail,Low
671,100.0,0.0,Yes,4.6,Yes,1,68.2,76.8,75.1,87.0,84.0,100.0,82.6,84.2,0.741,Pass,High
672,60.0,1.23,Yes,8.1,Yes,3,72.7,64.3,85.8,67.3,76.5,50.7,87.7,72.0,0.5782,Pass,Medium
673,66.8,0.0,Yes,2.8,Yes,4,50.3,49.7,52.6,65.3,83.4,59.8,76.5,64.6,0.5231,Fail,Medium
674,40.1,2.0,Yes,6.2,No,3,68.6,33.0,67.1,77.3,76.1,47.9,24.5,54.3,0.4684,Fail,Low
675,70.2,1.51,No,0.0,No,6,79.2,57.7,71.3,35.6,63.0,63.2,89.2,63.3,0.5834,Pass,Medium
676,78.4,2.28,No,0.0,No,6,72.3,85.6,69.4,76.5,87.1,70.3,100.0,81.5,0.6642,Pass,High
677,100.0,1.0,No,1.1,No,2,67.8,100.0,89.9,62.7,70.4,55.1,93.7,78.6,0.723,Pass,High
678,62.6,1.65,Yes,5.2,No,6,74.1,49.6,69.2,64.7,63.8,55.6,87.2,65.0,0.5927,Pass,Medium
679,36.2,0.45,Yes,2.7,Yes,4,68.8,30.6,49.9,55.4,43.1,48.9,43.0,45.2,0.3803,Fail,Low
680,73.0,0.69,Yes,1.8,No,2,64.1,89.5,85.8,80.6,77.4,63.7,64.5,76.9,0.5836,Pass,Medium
681,66.4,0.58,No,1.3,No,2,72.9,50.1,67.2,56.2,70.5,65.2,40.5,58.3,0.506,Fail,Low
682,73.2,0.98,No,1.4,No,4,69.9,89.9,62.1,77.4,82.0,60.4,55.3,71.2,0.5666,Fail,Medium
683,62.1,1.22,No,1.1,No,4,78.9,61.9,53.1,49.0,31.0,61.2,46.7,50.5,0.5202,Fail,Medium
684,62.0,0.35,No,0.0,No,2,75.2,61.0,47.2,68.6,53.9,41.1,34.1,51.0,0.4672,Fail,Low
685,53.5,2.2,Yes,1.7,Yes,3,64.2,95.1,47.8,73.2,54.4,60.8,69.2,66.7,0.5632,Fail,Medium
686,65.1,2.08,Yes,1.7,No,5,77.7,64.3,92.7,73.7,85.1,88.6,58.8,77.2,0.6228,Pass,Medium
687,94.4,1.51,No,0.4,No,3,76.2,100.0,74.4,68.5,99.9,82.6,79.6,84.2,0.7228,Pass,High
688,61.3,1.07,Yes,0.9,No,5,69.4,58.3,70.6,38.2,62.4,49.9,81.6,60.2,0.5392,Fail,Medium
689,87.2,0.0,Yes,1.7,No,3,57.1,77.1,45.1,92.7,42.6,67.1,80.4,67.5,0.6283,Pass,Medium
690,63.3,0.0,No,0.0,No,2,65.5,61.1,33.0,71.1,42.3,72.8,55.8,56.0,0.4478,Fail,Low
691,73.2,2.05,Yes,3.6,No,4,85.4,91.7,80.4,50.4,57.3,83.2,69.0,72.0,0.6811,Pass,High
692,50.3,1.48,Yes,0.5,No,2,76.2,50.3,48.0,30.0,66.2,47.2,63.5,50.9,0.4958,Fail,Low
693,85.1,1.08,No,0.0,No,1,79.3,73.2,39.2,79.4,74.3,65.6,54.8,64.4,0.6452,Pass,High
694,64.3,1.96,Yes,3.8,No,2,90.5,75.6,62.4,86.0,66.5,36.9,92.4,70.0,0.6263,Pass,Medium
695,76.5,1.54,No,0.1,No,5,66.3,58.5,70.0,54.8,78.8,58.0,78.3,66.4,0.6088,Pass,Medium
696,52.3,1.26,No,0.1,No,7,51.5,51.5,40.4,34.0,55.7,72.5,44.7,49.8,0.4373,Fail,Low
697,44.4,1.49,No,0.0,No,2,68.3,38.4,60.1,54.1,43.1,45.5,65.1,51.0,0.4117,Fail,Low
698,73.9,1.13,No,1.0,No,4,70.3,57.2,54.2,60.6,73.4,93.3,86.0,70.8,0.5777,Pass,Medium
699,89.1,1.84,No,0.4,Yes,2,73.3,95.8,100.0,82.2,68.0,84.0,71.4,83.6,0.7234,Pass,High
700,54.0,0.89,No,1.1,No,3,84.8,53.9,38.7,53.3,64.7,65.3,41.1,52.8,0.4598,Fail,Low
701,70.3,0.82,Yes,1.4,No,6,79.1,76.1,65.8,81.3,53.4,51.9,79.3,68.0,0.5929,Pass,Medium
702,91.8,1.7,Yes,5.5,No,3,81.7,86.2,97.6,84.0,87.6,75.8,90.2,86.9,0.775,Pass,High
703,57.4,0.0,Yes,6.0,No,3,72.2,51.3,54.9,68.5,60.4,64.8,60.6,60.1,0.4753,Fail,Low
704,69.5,0.81,Yes,4.7,Yes,0,56.5,59.1,83.5,46.5,78.6,68.7,80.4,69.5,0.5858,Pass,Medium
705,83.7,1.04,Yes,4.7,No,5,73.2,59.1,77.8,81.2,95.2,62.2,70.2,74.3,0.6854,Pass,High
706,80.4,0.0,No,0.0,Yes,4,61.0,69.0,57.3,74.8,68.0,78.3,73.7,70.2,0.5684,Fail,Medium
707,73.7,0.47,No,1.3,No,4,57.8,74.9,64.5,58.5,58.8,60.0,48.7,60.9,0.5317,Fail,Medium
708,74.1,2.93,No,0.9,No,0,81.3,82.8,91.0,64.3,70.1,61.7,100.0,78.3,0.6746,Pass,High
709,64.7,0.89,No,0.0,Yes,5,71.7,67.1,53.8,58.3,92.1,47.1,79.6,66.3,0.5306,Fail,Medium
710,70.0,1.83,No,0.1,No,2,79.3,57.4,83.7,79.0,62.5,59.4,61.6,67.3,0.5935,Pass,Medium
711,94.8,1.27,No,0.6,No,4,76.3,95.9,88.6,65.1,86.9,47.0,85.4,78.1,0.7151,Pass,High
712,53.6,1.49,No,0.0,No,1,83.2,69.1,40.1,43.7,46.6,66.7,61.5,54.6,0.4806,Fail,Low
713,64.8,1.8,Yes,6.8,No,4,78.8,71.5,84.2,57.7,83.6,60.0,82.7,73.3,0.6196,Pass,Medium
714,80.4,0.9,Yes,3.1,Yes,2,67.7,72.8,79.7,70.3,87.3,95.7,53.5,76.6,0.6654,Pass,High
715,72.9,1.36,Yes,3.7,No,5,67.9,72.4,68.8,67.1,86.6,76.1,76.2,74.5,0.6288,Pass,Medium
716,67.7,1.62,No,0.6,No,4,77.6,55.3,86.3,61.7,69.9,48.8,39.9,60.3,0.5713,Fail,Medium
717,99.9,1.14,No,1.2,No,2,93.6,85.5,81.4,77.5,100.0,68.7,85.2,83.0,0.7555,Pass,High
718,40.3,2.46,No,0.0,No,1,62.0,71.0,32.3,63.2,59.3,43.9,50.0,53.3,0.428,Fail,Low
719,36.6,1.57,Yes,7.0,Yes,1,69.1,61.3,44.3,69.0,30.4,49.0,49.8,50.6,0.446,Fail,Low
720,88.3,1.44,Yes,5.6,No,4,79.4,73.3,88.1,85.2,100.0,75.2,86.4,84.7,0.7402,Pass,High
721,54.8,1.12,No,0.5,No,3,70.2,90.2,42.6,38.7,56.1,58.6,39.7,54.3,0.46,Fail,Low
722,100.0,2.09,No,0.0,No,4,69.9,100.0,83.1,83.5,100.0,98.9,91.1,92.8,0.7794,Pass,High
723,53.0,1.33,No,0.7,No,4,62.6,72.0,54.0,57.7,47.8,41.3,42.3,52.5,0.4538,Fail,Low
724,80.0,0.26,No,1.0,No,4,78.6,56.2,84.1,69.3,68.4,71.6,57.3,67.8,0.5791,Pass,Medium
725,68.4,0.93,Yes,5.2,No,1,78.7,87.1,77.2,57.1,87.6,54.5,69.9,72.2,0.5898,Pass,Medium
726,41.9,3.13,Yes,0.5,Yes,6,79.8,62.8,50.2,70.7,71.5,87.4,85.3,71.3,0.5564,Fail,Medium
727,100.0,0.0,No,1.3,No,1,61.7,64.5,89.0,71.9,100.0,83.1,79.2,81.3,0.6662,Pass,High
728,70.0,0.47,Yes,4.8,Yes,4,60.2,60.0,61.4,53.3,43.9,70.5,71.4,60.1,0.5807,Pass,Medium
729,88.0,1.64,Yes,3.9,No,4,91.4,97.6,100.0,66.3,78.3,99.8,100.0,90.3,0.7562,Pass,High
730,60.9,0.57,No,0.0,No,3,62.3,47.2,39.1,41.8,53.3,40.8,50.7,45.5,0.46,Fail,Low
731,52.7,0.82,Yes,5.8,Yes,1,70.6,51.9,52.5,40.8,46.0,63.2,67.3,53.6,0.5035,Fail,Low
732,92.6,0.0,No,0.0,No,3,68.5,91.7,85.0,81.0,100.0,69.4,62.6,81.6,0.6278,Pass,Medium
733,71.2,0.2,Yes,4.4,No,2,57.2,55.9,60.1,51.0,60.8,65.3,80.5,62.3,0.5479,Fail,Medium
734,61.3,1.02,Yes,5.1,Yes,1,69.0,56.3,55.4,48.5,63.1,81.9,60.1,60.9,0.5618,Fail,Medium
735,71.9,1.27,Yes,7.8,Yes,1,75.0,85.0,64.5,88.9,73.0,84.0,66.4,77.0,0.6507,Pass,High
736,42.0,2.81,Yes,3.6,No,3,83.2,66.0,60.8,54.3,72.7,65.2,56.5,62.6,0.5285,Fail,Medium
737,99.2,0.68,Yes,4.6,Yes,4,72.3,96.7,80.0,78.4,93.7,94.4,66.3,84.9,0.778,Pass,High
738,66.5,1.49,Yes,5.2,No,2,76.0,59.7,67.5,58.6,68.3,98.9,53.1,67.7,0.605,Pass,Medium
739,64.9,2.65,No,0.5,No,4,64.4,76.3,62.5,71.2,88.2,75.1,61.4,72.4,0.5926,Pass,Medium
740,44.7,0.0,No,0.0,No,4,63.2,28.0,16.4,37.5,11.8,47.9,53.3,32.5,0.3364,Fail,Low
741,79.0,0.4,Yes,6.4,No,3,59.8,67.8,59.5,53.8,67.1,69.4,53.7,61.9,0.6136,Pass,Medium
742,53.2,0.52,No,0.5,Yes,6,82.2,57.9,30.2,38.8,56.0,55.5,37.2,45.9,0.4562,Fail,Low
743,59.9,2.37,Yes,1.3,No,1,82.0,63.8,57.7,76.3,72.7,77.7,95.0,73.9,0.6044,Pass,Medium
744,80.3,1.87,No,0.3,No,1,68.1,78.1,83.5,68.2,67.7,80.4,75.1,75.5,0.6454,Pass,High
745,100.0,0.36,Yes,5.0,Yes,2,69.7,92.5,94.2,94.0,100.0,82.4,83.0,91.0,0.7627,Pass,High
746,81.6,1.04,Yes,5.0,Yes,4,72.8,67.6,81.6,66.7,83.7,87.8,86.3,79.0,0.6919,Pass,High
747,35.9,1.84,No,0.7,No,1,78.4,50.1,30.6,57.7,32.2,37.7,34.4,40.4,0.3888,Fail,Low
748,66.4,0.53,Yes,5.1,Yes,2,62.5,69.0,68.3,79.3,55.3,73.1,69.2,69.0,0.5627,Fail,Medium
749,53.4,0.15,No,0.6,No,0,61.3,44.0,33.0,37.8,39.2,58.6,41.3,42.3,0.3907,Fail,Low
750,95.7,0.54,No,0.4,No,5,66.4,89.9,62.3,80.4,70.4,59.6,63.2,71.0,0.6749,Pass,High
751,61.9,1.55,No,0.3,No,1,75.9,82.5,54.7,49.9,49.0,61.9,46.1,57.4,0.5268,Fail,Medium
752,73.1,0.6,No,0.7,No,3,73.1,76.5,47.6,65.1,74.9,48.6,69.7,63.7,0.5472,Fail,Medium
753,71.0,0.77,Yes,0.5,Yes,2,81.1,63.8,58.9,83.8,85.2,55.1,86.9,72.3,0.6094,Pass,Medium
754,89.1,1.78,No,0.1,No,5,71.8,79.7,83.4,67.3,71.6,100.0,72.5,79.1,0.7019,Pass,High
755,84.9,0.97,No,0.1,No,6,82.6,72.0,58.8,69.9,80.0,85.5,82.4,74.8,0.6483,Pass,High
756,60.3,2.62,No,0.4,No,4,78.1,77.3,65.9,48.3,66.1,69.4,49.9,62.8,0.5769,Fail,Medium
757,100.0,1.4,Yes,3.0,Yes,4,81.5,100.0,88.0,94.5,90.8,100.0,100.0,95.6,0.824,Pass,High
758,56.9,2.38,No,1.2,No,4,85.7,60.5,63.0,66.0,70.6,90.3,38.2,64.8,0.5541,Fail,Medium
759,66.5,1.41,No,0.6,No,0,77.9,65.5,51.3,60.0,66.1,64.4,75.0,63.7,0.5489,Fail,Medium
760,62.8,0.23,No,0.0,No,4,74.1,50.6,66.7,80.3,64.0,73.4,70.5,67.6,0.4674,Fail,Low
761,62.4,0.0,Yes,2.5,No,0,49.5,65.0,59.8,61.9,63.0,36.4,52.1,56.4,0.4702,Fail,Low
762,44.0,0.52,No,1.0,No,5,59.4,62.4,61.8,46.0,58.8,27.9,60.4,52.9,0.3582,Fail,Low
763,80.6,1.01,No,0.8,No,1,72.2,81.2,87.1,55.9,67.6,64.9,74.7,71.9,0.6095,Pass,Medium
764,68.1,0.0,Yes,2.5,No,3,64.5,63.8,75.5,43.7,60.4,75.7,65.5,64.1,0.5231,Fail,Medium
765,78.0,1.23,No,0.0,No,4,77.0,81.5,80.2,58.3,61.8,58.1,61.0,66.8,0.6115,Pass,Medium
766,67.9,1.3,No,0.5,No,4,70.8,47.9,46.4,65.1,67.8,47.6,62.5,56.2,0.5494,Fail,Medium
767,70.6,3.03,No,0.8,No,1,78.0,80.1,68.3,83.0,81.9,85.2,64.0,77.1,0.6564,Pass,High
768,100.0,0.0,Yes,6.8,No,1,64.5,80.7,52.5,94.9,94.2,79.5,70.5,78.7,0.7228,Pass,High
769,54.3,0.47,Yes,1.4,No,4,62.6,24.5,47.6,52.7,45.3,49.3,47.3,44.4,0.4604,Fail,Low
770,59.9,0.28,Yes,6.3,Yes,4,74.4,61.1,50.1,40.7,63.5,50.5,77.3,57.2,0.5286,Fail,Medium
771,29.6,1.58,Yes,6.6,No,3,72.0,50.3,45.5,48.1,28.2,34.6,47.4,42.4,0.3889,Fail,Low
772,56.5,0.83,No,0.3,No,4,73.2,30.4,59.3,45.6,58.0,64.2,31.2,48.1,0.4594,Fail,Low
773,100.0,2.13,No,0.6,No,1,82.4,66.0,84.9,92.2,98.7,92.4,100.0,89.0,0.7916,Pass,High
774,99.0,0.32,Yes,2.6,No,5,76.8,82.2,96.0,92.6,93.5,65.2,81.5,85.2,0.7396,Pass,High
775,82.7,0.22,No,0.4,No,3,76.6,76.8,72.2,67.9,60.7,56.8,68.2,67.1,0.5886,Pass,Medium
776,59.9,1.85,Yes,6.2,No,3,59.0,39.5,67.4,52.0,52.0,83.8,75.4,61.7,0.5702,Fail,Medium
777,80.3,1.55,No,0.0,No,2,85.2,81.7,64.0,69.9,89.9,68.9,76.7,75.2,0.647,Pass,High
778,100.0,0.0,Yes,2.2,No,4,57.8,77.4,86.8,78.4,74.5,67.0,67.8,75.3,0.7083,Pass,High
779,50.5,2.73,No,0.2,No,4,76.3,68.4,82.3,50.9,35.9,42.1,55.1,55.8,0.5213,Fail,Medium
780,83.6,1.36,No,0.0,No,4,77.9,82.0,77.1,72.3,52.8,62.5,74.2,70.1,0.6525,Pass,High
781,89.1,1.44,Yes,3.8,No,0,75.1,100.0,100.0,70.7,92.0,81.0,69.2,85.5,0.7312,Pass,High
782,100.0,0.0,Yes,4.9,No,1,58.3,73.6,89.8,73.9,82.1,67.0,78.0,77.4,0.7118,Pass,High
783,54.9,1.09,No,0.2,No,1,67.0,34.6,60.3,53.3,48.2,43.7,48.4,48.1,0.4526,Fail,Low
784,79.5,0.19,Yes,3.3,No,0,74.9,52.1,69.9,69.3,59.3,55.7,62.6,61.5,0.6096,Pass,Medium
785,100.0,1.9,Yes,1.1,No,4,72.7,84.9,95.1,81.3,96.8,100.0,100.0,93.0,0.8154,Pass,High
786,47.0,0.49,No,0.7,No,4,59.0,32.0,53.9,46.1,16.9,32.9,58.9,40.1,0.3722,Fail,Low
787,70.1,0.93,No,1.5,No,2,67.9,61.0,62.8,48.4,52.3,67.6,63.7,59.3,0.5412,Fail,Medium
788,48.0,1.73,No,0.0,No,3,79.1,52.8,66.1,68.2,83.7,58.7,30.5,60.0,0.4574,Fail,Low
789,64.0,2.13,Yes,5.3,Yes,2,89.4,73.8,100.0,67.0,79.0,89.2,62.0,78.5,0.6557,Pass,High
790,80.0,2.52,Yes,3.3,No,4,70.7,75.1,74.8,80.4,85.0,100.0,66.0,80.2,0.73,Pass,High
791,70.0,0.0,Yes,0.8,Yes,4,69.8,76.3,66.4,75.5,50.8,56.5,80.3,67.6,0.5568,Fail,Medium
792,56.5,0.0,No,1.5,No,6,67.1,64.3,49.9,27.9,33.7,52.4,35.4,43.9,0.4173,Fail,Low
793,76.0,0.7,No,0.2,No,3,83.5,90.1,87.4,48.3,61.9,63.0,75.7,71.1,0.5787,Pass,Medium
794,99.3,0.0,No,0.0,No,1,68.3,74.0,74.9,69.0,83.3,64.8,66.0,72.0,0.6654,Pass,High
795,63.9,0.52,Yes,3.7,Yes,3,68.7,59.4,56.4,74.6,55.5,70.7,73.4,65.0,0.5511,Fail,Medium
796,50.1,0.72,Yes,4.0,No,4,64.6,67.5,43.2,61.2,53.0,73.2,50.9,58.2,0.4562,Fail,Low
797,73.8,0.66,No,1.4,No,2,71.0,86.9,80.0,77.9,89.7,55.1,80.4,78.3,0.5528,Fail,Medium
798,36.3,1.54,Yes,3.3,Yes,4,75.4,59.0,52.3,44.6,54.0,55.9,51.7,52.9,0.4434,Fail,Low
799,60.8,1.13,No,1.4,No,3,67.9,60.2,60.8,37.5,42.9,70.6,76.7,58.1,0.4964,Fail,Low
800,80.9,0.83,No,0.0,No,1,83.2,73.4,71.2,55.5,66.1,54.2,78.0,66.4,0.6114,Pass,Medium
801,46.3,1.08,Yes,0.5,No,7,80.6,66.3,56.6,37.8,36.9,63.2,49.1,51.6,0.4624,Fail,Low
802,61.7,0.0,Yes,3.8,No,6,49.9,63.8,70.9,57.8,45.8,84.8,53.7,62.8,0.4771,Fail,Low
803,93.5,1.22,Yes,5.4,Yes,5,76.4,91.3,100.0,98.4,91.5,100.0,87.1,94.7,0.7782,Pass,High
804,63.7,0.24,No,0.8,No,3,52.2,74.7,56.9,60.8,22.2,39.2,40.6,49.1,0.4522,Fail,Low
805,100.0,0.24,No,0.5,No,5,72.6,84.8,93.5,76.7,82.5,77.5,80.9,82.6,0.6921,Pass,High
806,77.5,0.87,No,0.3,No,2,74.5,90.4,74.7,67.4,71.1,49.8,51.1,67.4,0.5862,Pass,Medium
807,38.6,2.45,No,0.0,No,5,80.2,43.4,63.8,40.0,29.0,55.7,33.0,44.2,0.4406,Fail,Low
808,52.0,0.64,No,0.4,No,1,60.8,71.3,58.0,56.0,32.4,71.3,52.3,56.9,0.407,Fail,Low
809,83.0,0.05,Yes,3.1,No,0,75.8,84.6,65.6,93.9,66.3,55.4,68.2,72.3,0.624,Pass,Medium
810,87.4,0.96,Yes,1.7,Yes,5,82.7,96.5,100.0,73.9,79.3,88.2,94.3,88.7,0.7256,Pass,High
811,75.4,2.08,No,0.8,No,3,85.8,93.5,93.2,54.4,81.9,58.5,64.4,74.3,0.648,Pass,High
812,89.0,1.1,No,0.0,No,1,85.3,87.7,83.3,60.2,88.1,73.6,83.7,79.4,0.6756,Pass,High
813,72.9,1.58,Yes,2.6,Yes,7,76.9,73.9,68.1,73.1,83.8,86.9,80.3,77.7,0.6686,Pass,High
814,34.6,0.32,Yes,3.6,Yes,3,66.0,52.2,34.1,41.9,61.0,30.8,35.6,42.6,0.3624,Fail,Low
815,81.8,0.04,No,1.0,No,3,70.1,66.8,68.5,88.6,50.3,88.0,52.5,69.1,0.5691,Fail,Medium
816,71.8,0.37,Yes,5.1,Yes,1,75.5,93.7,65.3,69.2,66.9,60.1,40.2,65.9,0.5988,Pass,Medium
817,83.0,1.97,No,0.5,No,2,68.1,82.6,68.5,84.1,83.1,79.5,81.2,79.8,0.6683,Pass,High
818,68.4,0.78,Yes,4.8,Yes,1,68.6,58.6,85.1,61.9,49.9,61.1,39.9,59.4,0.5913,Pass,Medium
819,86.0,2.03,Yes,3.6,Yes,0,70.8,96.5,97.4,80.2,86.5,100.0,79.7,90.1,0.7573,Pass,High
820,72.8,1.16,Yes,5.5,Yes,1,74.0,91.9,60.9,81.5,67.3,94.7,75.3,78.6,0.6438,Pass,High
821,60.0,1.04,No,0.9,No,1,65.3,37.2,63.8,56.4,50.8,64.6,57.7,55.1,0.4808,Fail,Low
822,67.4,0.56,Yes,1.9,Yes,2,69.8,71.0,71.0,72.7,51.0,35.4,100.0,66.8,0.5694,Fail,Medium
823,78.3,1.3,No,0.9,No,2,72.7,52.8,91.9,83.7,66.3,70.4,73.8,73.2,0.6122,Pass,Medium
824,82.1,0.0,Yes,1.0,No,1,70.9,70.4,88.2,59.9,33.3,58.5,75.3,64.3,0.6072,Pass,Medium
825,100.0,2.0,Yes,4.8,No,1,81.9,94.7,67.4,98.3,85.9,92.8,100.0,89.9,0.8352,Pass,High
826,88.8,1.14,No,1.0,No,4,70.9,91.4,77.5,85.0,74.9,65.5,76.9,78.5,0.6682,Pass,High
827,51.4,1.3,No,0.0,No,2,78.7,58.4,65.6,38.7,58.2,68.8,45.6,55.9,0.4546,Fail,Low
828,67.5,0.0,No,1.5,No,4,84.2,47.4,58.6,43.5,45.1,56.0,54.7,50.9,0.498,Fail,Low
829,74.0,2.73,No,0.1,No,3,71.0,78.2,75.8,61.2,32.6,71.7,77.8,66.2,0.6555,Pass,High
830,73.6,1.68,No,0.0,No,4,76.4,67.9,95.7,85.9,46.7,69.9,56.5,70.4,0.607,Pass,Medium
831,63.6,1.73,Yes,4.3,Yes,0,76.3,81.1,66.9,94.5,76.1,59.9,78.9,76.2,0.6152,Pass,Medium
832,38.1,0.85,No,0.0,No,1,63.1,36.6,55.0,52.6,34.5,44.2,30.7,42.3,0.3355,Fail,Low
833,44.4,1.71,No,0.2,No,2,77.9,68.2,64.3,55.8,66.0,49.1,41.3,57.5,0.4328,Fail,Low
834,100.0,0.0,Yes,3.5,No,7,62.1,75.9,76.3,86.5,90.2,94.0,69.9,82.1,0.7196,Pass,High
835,83.1,1.2,No,1.5,No,4,70.4,87.5,88.4,58.0,61.2,72.2,65.6,72.1,0.6378,Pass,Medium
836,63.6,0.79,Yes,0.8,Yes,2,80.6,74.0,71.9,58.5,46.1,53.3,67.0,61.8,0.5662,Fail,Medium
837,89.1,1.65,Yes,3.1,No,5,78.6,85.4,72.7,76.5,100.0,90.4,68.1,82.2,0.7497,Pass,High
838,75.2,1.53,Yes,4.4,Yes,2,65.7,86.2,84.8,96.8,88.4,82.0,93.6,88.6,0.6669,Pass,High
839,73.2,0.28,No,0.6,No,2,74.7,50.8,65.9,44.3,57.3,87.4,94.1,66.6,0.5319,Fail,Medium
840,58.6,1.05,Yes,5.8,No,1,95.4,55.6,68.7,57.2,77.1,48.4,68.9,62.6,0.5552,Fail,Medium
841,77.0,2.13,Yes,0.7,No,4,86.0,83.8,86.6,95.0,81.0,79.9,81.1,84.6,0.7012,Pass,High
842,92.3,1.79,Yes,3.5,Yes,1,88.7,85.6,81.1,89.1,94.9,85.3,76.4,85.4,0.802,Pass,High
843,93.7,1.84,No,0.0,No,5,84.3,100.0,96.9,100.0,82.4,78.3,100.0,92.9,0.7448,Pass,High
844,91.2,1.27,No,1.0,No,1,64.8,100.0,83.6,82.0,94.0,55.1,100.0,85.8,0.6792,Pass,High
845,80.2,0.48,Yes,3.7,No,3,69.2,87.4,91.3,67.5,68.5,84.7,66.0,77.6,0.6274,Pass,Medium
846,51.2,1.49,Yes,6.1,No,6,74.9,29.2,54.9,54.9,41.0,68.5,61.4,51.6,0.5194,Fail,Medium
847,59.1,1.23,No,1.3,Yes,2,72.4,53.4,52.2,59.6,52.5,71.8,55.2,57.4,0.5142,Fail,Medium
